Type,Priority,Content,File,Line
Unchecked Task,medium,"Error message information disclosure","docs/security/SECURITY_AUDIT_REPORT.md",284
Unchecked Task,medium,"Dependency vulnerability scanning","docs/security/SECURITY_AUDIT_REPORT.md",285
Unchecked Task,medium,"All API endpoints require authentication","docs/security/SECURITY_REMEDIATION_PLAN.md",530
Unchecked Task,medium,"IDOR vulnerabilities fixed with session-based access","docs/security/SECURITY_REMEDIATION_PLAN.md",532
Unchecked Task,medium,"Debug endpoints removed or secured","docs/security/SECURITY_REMEDIATION_PLAN.md",533
Unchecked Task,medium,"Error messages sanitized","docs/security/SECURITY_REMEDIATION_PLAN.md",534
Unchecked Task,medium,"Rate limiting implemented","docs/security/SECURITY_REMEDIATION_PLAN.md",535
Unchecked Task,medium,"NPM vulnerabilities patched (`npm audit fix`)","docs/security/SECURITY_REMEDIATION_PLAN.md",536
Unchecked Task,medium,"Security headers added","docs/security/SECURITY_REMEDIATION_PLAN.md",537
Unchecked Task,medium,"CORS properly configured","docs/security/SECURITY_REMEDIATION_PLAN.md",538
Unchecked Task,medium,"File upload restrictions implemented","docs/security/SECURITY_REMEDIATION_PLAN.md",539
Unchecked Task,medium,"Session timeout reduced","docs/security/SECURITY_REMEDIATION_PLAN.md",540
Unchecked Task,medium,"Implement authentication middleware (2 hours)","docs/security/SECURITY_REMEDIATION_PLAN.md",569
Unchecked Task,medium,"Update tasks API with auth checks (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",570
Unchecked Task,medium,"Remove debug endpoints (30 min)","docs/security/SECURITY_REMEDIATION_PLAN.md",571
Unchecked Task,medium,"Initial testing (30 min)","docs/security/SECURITY_REMEDIATION_PLAN.md",572
Unchecked Task,medium,"Apply auth to remaining APIs (2 hours)","docs/security/SECURITY_REMEDIATION_PLAN.md",575
Unchecked Task,medium,"Fix IDOR vulnerabilities (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",576
Unchecked Task,medium,"Update frontend API calls (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",577
Unchecked Task,medium,"Comprehensive security testing (2 hours)","docs/security/SECURITY_REMEDIATION_PLAN.md",581
Unchecked Task,medium,"Fix any issues found (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",582
Unchecked Task,medium,"Documentation updates (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",583
Unchecked Task,medium,"Patch NPM vulnerabilities (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",586
Unchecked Task,medium,"Implement rate limiting (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",587
Unchecked Task,medium,"Add security headers (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",588
Unchecked Task,medium,"Final verification (1 hour)","docs/security/SECURITY_REMEDIATION_PLAN.md",589
Unchecked Task,medium,"Create care-tracker-shared repository","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",517
Unchecked Task,medium,"Setup TypeScript and build configuration","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",518
Unchecked Task,medium,"Extract types and interfaces","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",519
Unchecked Task,medium,"Extract validation schemas","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",520
Unchecked Task,medium,"Create API client","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",521
Unchecked Task,medium,"Setup NPM registry (GitHub Packages or local)","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",522
Unchecked Task,medium,"Publish first version","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",523
Unchecked Task,medium,"Install shared package in web app","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",526
Unchecked Task,medium,"Update all import paths","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",527
Unchecked Task,medium,"Remove duplicated code","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",528
Unchecked Task,medium,"Update build and test scripts","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",529
Unchecked Task,medium,"Verify production build","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",530
Unchecked Task,medium,"Deploy web app with shared package","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",531
Unchecked Task,medium,"Create care-tracker-mobile repository","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",534
Unchecked Task,medium,"Setup Expo with TypeScript","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",535
Unchecked Task,medium,"Install and configure shared package","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",536
Unchecked Task,medium,"Implement core screens","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",537
Unchecked Task,medium,"Setup navigation","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",538
Unchecked Task,medium,"Configure state management","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",539
Unchecked Task,medium,"Test on iOS and Android","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",540
Unchecked Task,medium,"Write tests for shared package","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",543
Unchecked Task,medium,"Integration tests for both apps","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",544
Unchecked Task,medium,"Performance testing","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",545
Unchecked Task,medium,"Bundle size optimization","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",546
Unchecked Task,medium,"Documentation updates","docs/SEPARATE_REPOS_IMPLEMENTATION_PLAN.md",547
Unchecked Task,medium,"Remove sensitive data from commits (if any)","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",292
Unchecked Task,medium,"Delete old/unused branches","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",293
Unchecked Task,medium,"Archive old feature branches","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",296
Unchecked Task,medium,"Update README with deployment info","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",297
Unchecked Task,medium,"Document API endpoints","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",298
Unchecked Task,medium,"Add GitHub branch protection rules","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",299
Unchecked Task,medium,"Set up GitHub Actions for CI/CD","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",302
Unchecked Task,medium,"Add automated testing on PRs","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",303
Unchecked Task,medium,"Configure deployment previews","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",304
Unchecked Task,medium,"Add monitoring/error tracking","docs/SIMPLE_GIT_DEPLOYMENT_PLAN.md",305
NOTE,low,"** This was already implemented! You can use it now.","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",77
Unchecked Task,medium,"Add `markNotificationAsRead(id)` helper function","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",198
Unchecked Task,medium,"Add `dismissNotification(id)` helper function","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",200
Unchecked Task,medium,"Add `markAllNotificationsAsRead()` helper function","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",201
Unchecked Task,medium,"Update notification list query to handle dismissed status","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",202
Unchecked Task,medium,"Add swipe-to-dismiss gesture on notification items","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",205
Unchecked Task,medium,"Add ""Mark All as Read"" button in notifications screen","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",207
Unchecked Task,medium,"Implement deep linking logic based on metadata","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",208
Unchecked Task,medium,"Add progress bar UI for notifications with `metadata.progress`","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",209
Unchecked Task,medium,"Handle `taskId` → navigate to timeline with task highlighted","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",212
Unchecked Task,medium,"Handle `milestoneId` → navigate to procedure/milestone screen","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",214
Unchecked Task,medium,"Handle `restriction_lifted` → navigate to restrictions view","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",215
Unchecked Task,medium,"Handle `weekNumber` → navigate to specific week in timeline","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",216
Unchecked Task,medium,"Fallback to home/timeline for unknown types","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",217
Unchecked Task,medium,"Test mark as read functionality","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",220
Unchecked Task,medium,"Test dismiss functionality","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",222
Unchecked Task,medium,"Test mark all as read","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",223
Unchecked Task,medium,"Test deep linking for each notification type","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",224
Unchecked Task,medium,"Test pagination","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",225
Unchecked Task,medium,"Test unread count updates","docs/SPRINT7_NOTIFICATION_ENHANCEMENTS.md",226
REFACTOR,medium,"ing Opportunity:**","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",57
Unchecked Task,medium,"All `bg-white` → `bg-background` (88 replacements)","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",125
Unchecked Task,medium,"All `text-gray-900` → `text-foreground` (73 replacements)","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",126
Unchecked Task,medium,"All `bg-gray-50` → `bg-muted` (69 replacements)","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",127
Unchecked Task,medium,"All `text-gray-700` → `text-foreground/90` (89 replacements)","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",128
Unchecked Task,medium,"All `text-gray-600` → `text-muted-foreground` (70 replacements)","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",129
Unchecked Task,medium,"Visual regression testing - ensure no UI breaks","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",130
Unchecked Task,medium,"Build succeeds without warnings","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",131
Unchecked Task,medium,"All pages render correctly in both modes","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",253
Unchecked Task,medium,"No flash of unstyled content on page load","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",254
Unchecked Task,medium,"Theme persists across sessions","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",255
Unchecked Task,medium,"Charts/graphs readable in both modes","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",256
Unchecked Task,medium,"Images/icons have appropriate variants","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",257
Unchecked Task,medium,"Print styles remain light mode","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",258
Unchecked Task,medium,"Accessibility standards met","docs/technical/DARK_MODE_IMPLEMENTATION_PLAN.md",259
TODO,medium,"Use shared types for consistency across platforms when available","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",300
NOTE,low,"We're gradually migrating to @care-tracker/shared types","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",301
TODO,medium,"Implement proper streak calculation","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",304
TODO,medium,"Implement milestone sync","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",307
TODO,medium,"Send to external monitoring service (e.g., Sentry, DataDog)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",313
TODO,medium,"Implement proper APM (Application Performance Monitoring)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",316
TODO,medium,"Send metrics to external service","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",319
TODO,medium,"Import shared types for migration when @care-tracker/shared package is available","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",325
NOTE,low,"We're gradually migrating to @care-tracker/shared types","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",329
TODO,medium,"Implement better retry logic with exponential backoff","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",336
TODO,medium,"Implement batching for better performance","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",339
TODO,medium,"Add pagination support","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",342
TODO,medium,"Add button to clear all localStorage","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",352
BUG,high,"s reach production, refactoring is risky, regression likely","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",1018
OPTIMIZE,low,"with useMemo and useCallback:**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",1615
NOTE,low,"Procedures are now loaded from database via loadProcedures()","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",2080
TODO,medium,"This needs to be fixed (written 2 years ago)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",2111
NOTE,low,"Prisma returns null for empty JSON fields in PostgreSQL","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",2118
Unchecked Task,medium,"**Security Fixes (P0 - 8h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3229
Unchecked Task,medium,"Fix JWT secret validation (4h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3231
Unchecked Task,medium,"Run npm audit and fix vulnerabilities (4h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3232
Unchecked Task,medium,"**Quick Wins (P1 - 24h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3233
Unchecked Task,medium,"Remove all console.log statements (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3235
Unchecked Task,medium,"Add missing database indexes (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3236
Unchecked Task,medium,"Remove duplicate dependencies (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3237
Unchecked Task,medium,"**Documentation (P1 - 8h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3238
Unchecked Task,medium,"Convert 14 TODO comments to GitHub issues (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3240
Unchecked Task,medium,"**Architecture Refactor (P0 - 120h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3243
Unchecked Task,medium,"Plan careStore.ts split strategy (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3245
Unchecked Task,medium,"Create 6 new focused stores (40h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3246
Unchecked Task,medium,"Migrate functions from careStore (40h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3247
Unchecked Task,medium,"Update imports across codebase (20h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3248
Unchecked Task,medium,"Add tests for each new store (12h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3249
Unchecked Task,medium,"**Testing (P0 - 40h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3250
Unchecked Task,medium,"Set up test coverage infrastructure (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3252
Unchecked Task,medium,"Write tests for taskStore (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3253
Unchecked Task,medium,"Write tests for milestoneStore (8h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3254
Unchecked Task,medium,"Write tests for API routes (16h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3255
Unchecked Task,medium,"**Type Safety (P1 - 30h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3256
Unchecked Task,medium,"Replace `any` in critical paths (20h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3258
Unchecked Task,medium,"Enable stricter TypeScript options (10h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3259
Unchecked Task,medium,"**State Management (P0 - 80h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3262
Unchecked Task,medium,"Implement React Query for server state (40h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3264
Unchecked Task,medium,"Reduce Zustand to UI state only (30h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3265
Unchecked Task,medium,"Remove localStorage for data (10h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3266
Unchecked Task,medium,"**Testing (P0 - 80h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3267
Unchecked Task,medium,"Write component tests (30h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3269
Unchecked Task,medium,"Write integration tests (30h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3270
Unchecked Task,medium,"Set up E2E test framework (20h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3271
Unchecked Task,medium,"**Performance (P1 - 70h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3272
Unchecked Task,medium,"Extract large components (40h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3274
Unchecked Task,medium,"Add React memoization (20h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3275
Unchecked Task,medium,"Bundle size optimization (10h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3276
Unchecked Task,medium,"**API Improvements (P1 - 110h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3279
Unchecked Task,medium,"Implement API versioning (30h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3281
Unchecked Task,medium,"Add consistent error handling (40h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3282
Unchecked Task,medium,"Create OpenAPI documentation (40h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3283
Unchecked Task,medium,"**Testing (P0 - 60h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3284
Unchecked Task,medium,"Write E2E tests for critical flows (40h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3286
Unchecked Task,medium,"Performance test suite (20h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3287
Unchecked Task,medium,"**Security (P1 - 40h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3288
Unchecked Task,medium,"Apply input sanitization consistently (20h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3290
Unchecked Task,medium,"Add CSP headers (10h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3291
Unchecked Task,medium,"Implement CSRF protection (10h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3292
Unchecked Task,medium,"**Documentation (P2 - 60h)**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3293
Unchecked Task,medium,"Document complex algorithms (30h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3295
Unchecked Task,medium,"Clean up stale comments (16h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3296
Unchecked Task,medium,"Create architecture diagrams (14h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3297
Unchecked Task,medium,"**Dependency Management**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3300
Unchecked Task,medium,"Weekly: Check for security updates","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3302
Unchecked Task,medium,"Monthly: Update patch versions","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3303
Unchecked Task,medium,"Quarterly: Update minor versions","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3304
Unchecked Task,medium,"Yearly: Evaluate major version upgrades","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3305
Unchecked Task,medium,"**Code Quality**","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3306
Unchecked Task,medium,"Code review checklist enforcement","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3308
Unchecked Task,medium,"Regular refactoring sprints (20% capacity)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3309
Unchecked Task,medium,"Technical debt tracking in sprint planning","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3310
Unchecked Task,medium,"Create taskStore.ts (16h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3444
Unchecked Task,medium,"Create milestoneStore.ts (12h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3445
Unchecked Task,medium,"Create notificationStore.ts (12h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3446
Unchecked Task,medium,"Create userStore.ts (12h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3447
Unchecked Task,medium,"Create syncStore.ts (16h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3448
Unchecked Task,medium,"Create providerStore.ts (12h)","docs/technical/TECHNICAL_DEBT_ANALYSIS.md",3449
Unchecked Task,medium,"Set up test infrastructure","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",325
Unchecked Task,medium,"Implement Priority 1 tests (Task Generation Core)","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",326
Unchecked Task,medium,"Begin Priority 2 tests (Task Updates)","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",327
Unchecked Task,medium,"Complete Priority 2 tests","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",330
Unchecked Task,medium,"Implement Priority 3 tests (Milestones)","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",331
Unchecked Task,medium,"Begin Priority 4 tests (Enhanced Content)","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",332
Unchecked Task,medium,"Complete Priority 4 tests","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",335
Unchecked Task,medium,"Implement Priority 5 tests (Onboarding)","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",336
Unchecked Task,medium,"Begin Priority 6 tests (API Endpoints)","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",337
Unchecked Task,medium,"Complete Priority 6 tests","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",340
Unchecked Task,medium,"Implement Priority 7 tests (Edge Cases)","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",341
Unchecked Task,medium,"Documentation and cleanup","docs/test-plans/PROCEDURE_TASK_TEST_PLAN.md",342
Unchecked Task,medium,"Create `weekUtils.timeline.test.ts`","docs/test-plans/TIMELINE_TEST_PLAN.md",135
Unchecked Task,medium,"Test `getCurrentWeekNumber` with various dates","docs/test-plans/TIMELINE_TEST_PLAN.md",136
Unchecked Task,medium,"Test `getWeekBoundaries` for correct Sunday-Saturday range","docs/test-plans/TIMELINE_TEST_PLAN.md",137
Unchecked Task,medium,"Test `groupTasksByWeek` for proper week assignment","docs/test-plans/TIMELINE_TEST_PLAN.md",138
Unchecked Task,medium,"Add snapshot tests for week group structure","docs/test-plans/TIMELINE_TEST_PLAN.md",139
Unchecked Task,medium,"Create `timeline.test.tsx`","docs/test-plans/TIMELINE_TEST_PLAN.md",142
Unchecked Task,medium,"Mock `useScheduling` hook for controlled day progression","docs/test-plans/TIMELINE_TEST_PLAN.md",143
Unchecked Task,medium,"Test `ModernTimelineView` component rendering","docs/test-plans/TIMELINE_TEST_PLAN.md",144
Unchecked Task,medium,"Test `WeekCard` highlighting logic","docs/test-plans/TIMELINE_TEST_PLAN.md",145
Unchecked Task,medium,"Test state persistence across rerenders","docs/test-plans/TIMELINE_TEST_PLAN.md",146
Unchecked Task,medium,"Test timezone handling (UTC vs local)","docs/test-plans/TIMELINE_TEST_PLAN.md",149
Unchecked Task,medium,"Test DST transitions (spring forward/fall back)","docs/test-plans/TIMELINE_TEST_PLAN.md",150
Unchecked Task,medium,"Test year boundaries (Dec 31 -> Jan 1)","docs/test-plans/TIMELINE_TEST_PLAN.md",151
Unchecked Task,medium,"Test month boundaries with different day counts","docs/test-plans/TIMELINE_TEST_PLAN.md",152
Unchecked Task,medium,"Test leap year (Feb 29)","docs/test-plans/TIMELINE_TEST_PLAN.md",153
Unchecked Task,medium,"Add Playwright/Cypress tests for visual timeline","docs/test-plans/TIMELINE_TEST_PLAN.md",156
Unchecked Task,medium,"Capture screenshots of week highlighting","docs/test-plans/TIMELINE_TEST_PLAN.md",157
Unchecked Task,medium,"Test responsive behavior on different screen sizes","docs/test-plans/TIMELINE_TEST_PLAN.md",158
Unchecked Task,medium,"Test animation transitions","docs/test-plans/TIMELINE_TEST_PLAN.md",159
Unchecked Task,medium,"All unit tests passing","docs/test-plans/TIMELINE_TEST_PLAN.md",203
Unchecked Task,medium,"All integration tests passing","docs/test-plans/TIMELINE_TEST_PLAN.md",204
Unchecked Task,medium,"No regression of week highlighting bug","docs/test-plans/TIMELINE_TEST_PLAN.md",205
Unchecked Task,medium,"Timeline correctly shows Week 2 starting Sunday","docs/test-plans/TIMELINE_TEST_PLAN.md",206
Unchecked Task,medium,"Visual regression tests capture correct styling","docs/test-plans/TIMELINE_TEST_PLAN.md",207
Unchecked Task,medium,"Performance: Week calculation < 10ms","docs/test-plans/TIMELINE_TEST_PLAN.md",208
Unchecked Task,medium,"Memory: No memory leaks in week grouping","docs/test-plans/TIMELINE_TEST_PLAN.md",209
TODO Section,medium,"1. **Create translator directory structure**
   - Set up `/src/lib/api/translators/`
   - Create base translator classes
   - Add common utilities

2. **Implement core translators**
   - TaskTranslator with full field mapping
   - UserProfileTranslator with nested structure handling
   - MilestoneTranslator for progress tracking

3. **Add validation layer**
   - Input validation schemas
   - Type guards for runtime safety
   - Error handling utilities

4. **Create test suite**
   - Unit tests for each translator
   - Edge case handling
   - Performance benchmarks

**Deliverables:**
- Complete translator library
- 100% test coverage for translators
- Performance baseline established","docs/WEB_APP_API_TRANSLATION_PLAN.md",447
TODO Section,medium,"1. **Implement relationship loading**
   - Lazy loading for reminders
   - Batch loading for dependencies
   - Efficient joins for user data

2. **Add caching layer**
   - Cache transformed results
   - Invalidation strategies
   - Memory management

3. **Performance optimization**
   - Batch translations
   - Parallel processing
   - Query optimization

**Example Enhancement:**
```typescript
// Optimized task fetching with relationships
export async function GET() {
  // Fetch tasks with related data in one query
  const tasks = await prisma.task.findMany({
    include: {
      reminders: true,
      dependencies: true
    }
  })

  // Batch translate with relationships
  const uiTasks = TaskTranslator.toUITasksWithRelations(tasks)

  return NextResponse.json({ tasks: uiTasks })
}
```

**Deliverables:**
- Optimized query patterns
- Reduced N+1 queries
- Performance improvement metrics","docs/WEB_APP_API_TRANSLATION_PLAN.md",524
OPTIMIZE,low,"d task fetching with relationships","docs/WEB_APP_API_TRANSLATION_PLAN.md",542
Unchecked Task,medium,"All existing tests passing (`npm test`)","docs/WEB_MIGRATION_GUIDE.md",50
Unchecked Task,medium,"Manual testing environment ready","docs/WEB_MIGRATION_GUIDE.md",51
Unchecked Task,medium,"Test user accounts prepared","docs/WEB_MIGRATION_GUIDE.md",52
Unchecked Task,medium,"Browser DevTools open for monitoring","docs/WEB_MIGRATION_GUIDE.md",53
Unchecked Task,medium,"User can complete onboarding","docs/WEB_MIGRATION_GUIDE.md",377
Unchecked Task,medium,"Profile saves correctly","docs/WEB_MIGRATION_GUIDE.md",378
Unchecked Task,medium,"Tasks generate properly","docs/WEB_MIGRATION_GUIDE.md",379
Unchecked Task,medium,"Create new task","docs/WEB_MIGRATION_GUIDE.md",382
Unchecked Task,medium,"Update task status","docs/WEB_MIGRATION_GUIDE.md",383
Unchecked Task,medium,"Delete task","docs/WEB_MIGRATION_GUIDE.md",384
Unchecked Task,medium,"Bulk operations work","docs/WEB_MIGRATION_GUIDE.md",385
Unchecked Task,medium,"localStorage operations work","docs/WEB_MIGRATION_GUIDE.md",388
Unchecked Task,medium,"Database sync functions","docs/WEB_MIGRATION_GUIDE.md",389
Unchecked Task,medium,"Import/export features","docs/WEB_MIGRATION_GUIDE.md",390
Unchecked Task,medium,"All endpoints return correct types","docs/WEB_MIGRATION_GUIDE.md",393
Unchecked Task,medium,"Validation errors handled properly","docs/WEB_MIGRATION_GUIDE.md",394
